scopus_id,eid,title,publication_name,issn,isbn,eissn,volume,issue,page_range,cover_date,doi,description,citation_count,affiliation,aggregation_type,subtype_description,author_name_list,author_ids,auth_keywords,fund_acr,fund_no,fund_sponsor,full_text,award_id
84975141277,2-s2.0-84975141277,Community assembly on isolated islands: macroecology meets evolution,Global Ecology and Biogeography,1466822X,,14668238,25,7,769-780,2016-07-01,10.1111/geb.12341,"© 2015 John Wiley  &  Sons Ltd Aim: Understanding how ecological and evolutionary processes together determine patterns of biodiversity remains a central aim in biology. Guided by ecological theory, we use data from multiple arthropod lineages across the Hawaiian archipelago to explore the interplay between ecological (population dynamics, dispersal, trophic interactions) and evolutionary (genetic structuring, adaptation, speciation, extinction) processes. Our goal is to show how communities develop from the dynamic feedbacks that operate at different temporal and spatial scales. Location: The Hawaiian islands (19–22° N, 155–160° W). Methods: We synthesize genetic data from selected arthropods across the Hawaiian archipelago to determine the relative role of dispersal and in situ differentiation across the island chronosequence. From four sites on three high islands with geological ages ranging from < 1 Ma to 5 Ma, we also generate ecological metrics on plant–herbivore bipartite networks drawn from the literature. We compare the structure of these networks with predictions derived from the principle of maximum information entropy. Results: From the perspective of the island chronosequence we show that species at lower trophic levels develop population genetic structure at smaller temporal and spatial scales than species at higher trophic levels. Network nestedness decreases while modularity increases with habitat age. Single-island endemics exhibit more specialization than broadly distributed species, but both show the least specialization in communities on middle-aged substrates. Plant–herbivore networks also show the least deviation from theoretical predictions in middle-aged communities. Main conclusions: The application of ecological theory to island chronosequences can illuminate feedbacks between ecological and evolutionary processes in community assembly. We show how patterns of population genetic structure, decreasing network nestedness, increasing network modularity and increased specialization shift from early assembly driven by immigration, to in situ diversification after > 1 Myr. Herbivore–plant communities only transiently achieve statistical steady state during assembly, presumably due to incomplete assembly from dispersal in the early stages, and the increasing influence of island ontogeny on older islands.",27,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60121458', 'afid': '60121458', 'affilname': 'Department of Environmental Science, Policy, and Management', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025352', 'afid': '60025352', 'affilname': 'The Natural History Museum, London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025093', 'afid': '60025093', 'affilname': 'California Academy of Sciences', 'affiliation-city': 'San Francisco', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025038', 'afid': '60025038', 'affilname': 'University of California, Berkeley', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60020304', 'afid': '60020304', 'affilname': 'University of Maryland', 'affiliation-city': 'College Park', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60016280', 'afid': '60016280', 'affilname': 'East Carolina University', 'affiliation-city': 'Greenville', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014837', 'afid': '60014837', 'affilname': 'University of Hawaii at Hilo', 'affiliation-city': 'Hilo', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60013372', 'afid': '60013372', 'affilname': 'The University of Texas at Austin', 'affiliation-city': 'Austin', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60004156', 'afid': '60004156', 'affilname': 'Wageningen University and Research Centre', 'affiliation-city': 'Wageningen', 'affiliation-country': 'Netherlands'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/100389551', 'afid': '100389551', 'affilname': 'Pacific Ecoinformatics and Computational Ecology Lab', 'affiliation-city': 'Berkeley', 'affiliation-country': 'United States'}]",Journal,Article,"['Rominger A.J.', 'Goodman K.R.', 'Lim J.Y.', 'Armstrong E.E.', 'Becking L.E.', 'Bennett G.M.', 'Brewer M.S.', 'Cotoras D.D.', 'Ewing C.P.', 'Harte J.', 'Martinez N.D.', ""O'Grady P.M."", 'Percy D.M.', 'Price D.K.', 'Roderick G.K.', 'Shaw K.L.', 'Valdovinos F.S.', 'Gruner D.S.', 'Gillespie R.G.']","['27968098300', '25630206000', '56420946300', '57193069252', '8889063800', '16835819500', '36766882300', '57195592927', '57189758982', '7005624196', '7102372533', '57207896656', '7006754700', '7403719576', '7004185518', '57203075382', '24598355900', '6602292645', '7102158431']",Arthropods | chronosequence | Hawaii | maximum entropy | networks | population genetics,,undefined,,,1642894
85048005089,2-s2.0-85048005089,Species traits and network structure predict the success and impacts of pollinator invasions,Nature Communications,,,20411723,9,1,,2018-12-01,10.1038/s41467-018-04593-y,"© 2018 The Author(s). Species invasions constitute a major and poorly understood threat to plant-pollinator systems. General theory predicting which factors drive species invasion success and subsequent effects on native ecosystems is particularly lacking. We address this problem using a consumer-resource model of adaptive behavior and population dynamics to evaluate the invasion success of alien pollinators into plant-pollinator networks and their impact on native species. We introduce pollinator species with different foraging traits into network models with different levels of species richness, connectance, and nestedness. Among 31 factors tested, including network and alien properties, we find that aliens with high foraging efficiency are the most successful invaders. Networks exhibiting high alien-native diet overlap, fraction of alien-visited plant species, most-generalist plant connectivity, and number of specialist pollinator species are the most impacted by invaders. Our results mimic several disparate observations conducted in the field and potentially elucidate the mechanisms responsible for their variability.",9,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60033181', 'afid': '60033181', 'affilname': 'Instituto Argentino de Investigaciones de Zonas Aridas', 'affiliation-city': 'Mendoza', 'affiliation-country': 'Argentina'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60025778', 'afid': '60025778', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60023520', 'afid': '60023520', 'affilname': 'Pontificia Universidad Católica de Valparaíso', 'affiliation-city': 'Valparaiso', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60022684', 'afid': '60022684', 'affilname': 'Universidad Nacional de Cuyo', 'affiliation-city': 'Mendoza', 'affiliation-country': 'Argentina'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60012464', 'afid': '60012464', 'affilname': 'Universidad de Chile', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60010065', 'afid': '60010065', 'affilname': 'The University of Arizona', 'affiliation-city': 'Tucson', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60005881', 'afid': '60005881', 'affilname': 'Universidad Mayor', 'affiliation-city': 'Providencia', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/118234852', 'afid': '118234852', 'affilname': 'Instituto de Dinámica Celular y Biotecnología', 'affiliation-city': 'Santiago', 'affiliation-country': 'Chile'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/115241081', 'afid': '115241081', 'affilname': 'Vibrant Data Inc.', 'affiliation-city': 'San Francisco', 'affiliation-country': 'United States'}]",Journal,Article,"['Valdovinos F.', 'Berlow E.', 'Moisset De Espanés P.', 'Ramos-Jiliberto R.', 'Vázquez D.', 'Martinez N.']","['24598355900', '6602671674', '23978296000', '6603081714', '7102066323', '7102372533']",,FONDECYT,1120958,"Fondo Nacional de Desarrollo CientÃ­fico, TecnolÃ³gico y de InnovaciÃ³n TecnolÃ³gica",,1642894
85006374373,2-s2.0-85006374373,"Erratum to: Niche partitioning due to adaptive foraging reverses effects of nestedness and connectance on pollination network stability (Ecology Letters, (2016), 19, 10, (1277-1286), 10.1111/ele.12664)",Ecology Letters,1461023X,,14610248,20,1,113,2017-01-01,10.1111/ele.12710,"© 2016 John Wiley  &  Sons Ltd/CNRS First published 06 September 2016 Fernanda S. Valdovinos, Berry J. Brosi, Heather M. Briggs, Pablo Moisset de Espan_es, Rodrigo Ramos-Jiliberto and Neo D. Martinez Regarding the article ‘Niche partitioning due to adaptive foraging reverses effects of nestedness and connectance on pollination network stability (Ecol. Lett. 19 (10), 1277–1286)’, it has been brought to the authors’ attention that the Supporting information was not included in the published version. The corresponding supporting information for the published article can be found here. We apologize for any inconvenience caused.",0,,Journal,Erratum,[],[],,,undefined,,,1642894
85023186608,2-s2.0-85023186608,Degree heterogeneity and stability of ecological networks,Journal of the Royal Society Interface,17425689,,17425662,14,131,,2017-06-01,10.1098/rsif.2017.0189,"© 2017 The Author(s) Published by the Royal Society. All rights reserved. A classic measure of ecological stability describes the tendency of a community to return to equilibrium after small perturbations. While many advances show how the network architecture of these communities severely constrains such tendencies, one of the most fundamental properties of network structure, i.e. degree heterogeneity - the variability of the number of links associated with each species, deserves further study. Here we show that the effects of degree heterogeneity on stability vary with different types of interspecific interactions. Degree heterogeneity consistently destabilizes ecological networks with both competitive and mutualistic interactions, while its effects on networks of predator-prey interactions such as food webs depend on prey contiguity, i.e. the extent to which the species consume an unbroken sequence of prey in community niche space. Increasing degree heterogeneity tends to stabilize food webs except those with the highest prey contiguity. These findings help explain why food webs are highly but not completely interval and, more broadly, deepen our understanding of the stability of complex ecological networks.",4,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60073652', 'afid': '60073652', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014334', 'afid': '60014334', 'affilname': 'Dana-Farber Cancer Institute', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60010065', 'afid': '60010065', 'affilname': 'The University of Arizona', 'affiliation-city': 'Tucson', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60002746', 'afid': '60002746', 'affilname': 'Harvard Medical School', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",Journal,Article,"['Yan G.', 'Martinez N.', 'Liu Y.']","['36665489700', '7102372533', '52563770900']",Degree heterogeneity | Ecological networks | Stability,,undefined,,,1642894
85009810499,2-s2.0-85009810499,"Ancient woodlands of Polynesia: A pilot anthracological study on Maupiti Island, French Polynesia",Quaternary International,10406182,,,457,,6-28,2017-11-01,10.1016/j.quaint.2016.10.032,"© 2016 Elsevier Ltd and INQUA Here we report on the results of a pilot anthracological study (archaeological wood charcoal analysis) conducted on Maupiti Island, in the Society Island archipelago of French Polynesia. The goal was to conduct a first set of anthracological analyses on the island to reconstruct pre-European contact vegetation composition, histories of vegetation change and differential anthropogenic uses of woody resources according to various site functions. The results demonstrate that, at around the 17th century AD, at least three zones of the lowland coastal band had been successfully modeled into a productive and varied horticultural landscape. At this time, native forests and coastal woodlands surrounding the sites under investigation had been transformed into culturally significant and economically productive treescapes. These complex manipulations of the vegetation likely started during the early phases of human settlement, with current datasets indicating the presence of a specific coastal vegetation including socially important and/or cultivated taxa associated with the first known occupation of the island, dated to the 13th-14th century AD. The records further provide direct archaeobotanical evidence for the early presence of planted trees such as Artocarpus altilis, Aleurites moluccana, Ficus and Casuarina equisetifolia, the prehistoric association of Ficus trees to marae structures and elite occupation, and the late appearance of Inocarpus fagifer in East Polynesia. The archaeological contexts of the assemblages demonstrate differential access to woody resources and use of vegetation units, depending on social rank and site function. Finally, our case studies confirm the profound anthropogenic transformation of Maupiti's vegetation during prehistoric times, but likewise reveal the complex nature of this phenomenon.",13,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031806', 'afid': '60031806', 'affilname': 'University of Western Australia', 'affiliation-city': 'Perth', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60016114', 'afid': '60016114', 'affilname': 'The College of William and Mary', 'affiliation-city': 'Williamsburg', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008950', 'afid': '60008950', 'affilname': 'Australian National University', 'affiliation-city': 'Canberra', 'affiliation-country': 'Australia'}]",Journal,Article,"['Dotte-Sarout E.', 'Kahn J.']","['55961106300', '16301610500']",Anthracology | Arboriculture | East Polynesia | Forests | Trees,NSF,CNH #1313830,National Science Foundation,https://api.elsevier.com/content/article/eid/1-s2.0-S1040618216305560,1642894
85031707916,2-s2.0-85031707916,Refining the society islands cultural sequence: Colonisation phase and developmental phase coastal occupation on moorea island,Journal of the Polynesian Society,00324000,,,126,1,33-60,2017-03-30,10.15286/jps.126.1.33-60,"© University of Auckland. All rights reserved. The Society Islands are critical to chronology building in East Polynesia, as the archipelago served as a potential first landfall for voyagers moving out of the West Polynesia homeland. Yet determining the particulars of migration sequences and settlement chronology in the Society Islands, like the rest of East Polynesia, has been challenging. Here, we report on a dating and re-dating program of four coastal sites on the island of Moorea, Windward Society Islands, aimed at refining the archipelago’s cultural chronology and its place within larger settlement trends for East Polynesia. We begin with a brief discussion of 1960s archaeological research in the Society Islands and the archipelago’s role in the East Polynesian colonisation debate before turning to a discussion of the newly dated and re-dated Mo‘orea coastal sites. Our new corpus of 14C dates provides evidence for two well-studied Mo‘orea Island sites dating to the Colonisation Phase (GS-1 and ScMf-5). The earliest dated occupation of the ScMf-5 site contained an earth oven, diverse artefacts and dense faunal remains indicative of a permanent, and perhaps large, settlement along the North shore of Moorea. Results point to established Society Island populations from the 11th to 13th centuries AD, supporting both the Conservative Model of East Polynesian settlement and more inclusive synthetic models. Developmental Phase dates from ScMf-2 illustrate that new parts of the Moorea North shore were inhabited at this time, while other earlier coastal sites continued to be occupied, tentatively suggesting population increase. The re-dated M5 site, with its elaborate temples of the ‘Oro cult style, fits well into accepted dates for the Classic Phase. Our re-dating program has not only allowed us to refine the Society Islands cultural sequence, but has permitted precise identification or confirmation of two sites dating to the Colonisation Phase.",6,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60016114', 'afid': '60016114', 'affilname': 'The College of William and Mary', 'affiliation-city': 'Williamsburg', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60003575', 'afid': '60003575', 'affilname': 'Bishop Museum', 'affiliation-city': 'Honolulu', 'affiliation-country': 'United States'}]",Journal,Review,"['Kahn J.', 'Sinoto Y.']","['16301610500', '6508220517']",Central east polynesia | Chronology building | Colonisation | Mo‘orea island | Settlement | Society islands,NSF,undefined,National Science Foundation,,1642894
85031688522,2-s2.0-85031688522,The pacific rat race to easter island: Tracking the prehistoric dispersal of rattus exulans using ancient mitochondrial genomes,Frontiers in Ecology and Evolution,,,2296701X,5,MAY,,2017-05-31,10.3389/fevo.2017.00052,"© 2017 West, Collins, Kardailsky, Kahn, Hunt, Burley and Matisoo-Smith. The location of the immediate eastern Polynesian origin for the settlement of Easter Island (Rapa Nui), remains unclear with conflicting archeological and linguistic evidence. Previous genetic commensal research using the Pacific rat, Rattus exulans; a species transported by humans across Remote Oceania and throughout the Polynesian Triangle, has identified broad interaction spheres across the region. However, there has been limited success in distinguishing finer-scale movements between Remote Oceanic islands as the same mitochondrial control region haplotype has been identified in the majority of ancient rat specimens. To improve molecular resolution and identify a pattern of prehistoric dispersal to Easter Island, we sequenced complete mitochondrial genomes from ancient Pacific rat specimens obtained from early archeological contexts across West and East Polynesia. Ancient Polynesian rat haplotypes are closely related and reflect the widely supported scenario of a central East Polynesian homeland region from which eastern expansion occurred. An Easter Island and Tubuai (Austral Islands) grouping of related haplotypes suggests that both islands were established by the same colonization wave, proposed to have originated in the central homeland region before dispersing through the south-eastern corridor of East Polynesia.",8,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60031226', 'afid': '60031226', 'affilname': 'Curtin University', 'affiliation-city': 'Perth', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60018491', 'afid': '60018491', 'affilname': 'Simon Fraser University', 'affiliation-city': 'Burnaby', 'affiliation-country': 'Canada'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60017311', 'afid': '60017311', 'affilname': 'University of Otago', 'affiliation-city': 'Dunedin', 'affiliation-country': 'New Zealand'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60016114', 'afid': '60016114', 'affilname': 'The College of William and Mary', 'affiliation-city': 'Williamsburg', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60012317', 'afid': '60012317', 'affilname': 'University of Oregon', 'affiliation-city': 'Eugene', 'affiliation-country': 'United States'}]",Journal,Article,"['West K.', 'Collins C.', 'Kardailsky O.', 'Kahn J.', 'Hunt T.L.', 'Burley D.V.', 'Matisoo-Smith E.']","['57215562490', '36633862400', '15754163200', '16301610500', '8273146900', '7004232335', '6602155766']",Ancient DNA | Easter Island | Mitochondrial haplotypes | Polynesia | Prehistoric dispersal | Rattus exulans,,undefined,,,1642894
84904998180,2-s2.0-84904998180,Improving management of small natural features on private lands by negotiating the science-policy boundary for Maine vernal pools,Proceedings of the National Academy of Sciences of the United States of America,00278424,,10916490,111,30,11002-11006,2014-01-01,10.1073/pnas.1323606111,"Vernal pools are far more important for providing ecosystem services than one would predict based on their small size. However, prevailing resource-management strategies are not effectively conserving pools and other small natural features on private lands. Solutions are complicated by tensions between private property and societal rights, uncertainties over resource location and function, diverse stakeholders, and fragmented regulatory authority. The development and testing of new conservation approaches that link scientific knowledge, stakeholder decision-making, and conservation outcomes are important responses to this conservation dilemma. Drawing from a 15-y history of vernal pool conservation efforts in Maine, we describe the coevolution of pool conservation and research approaches, focusing on how research-based knowledge was produced and used in support of management decisions. As management shifted from reactive, top-down approaches to proactive and flexible approaches, research shifted from an ecology-focused program to an interdisciplinary program based on social-ecological systems. The most effective strategies for linking scientific knowledge with action changed as the decision-makers, knowledge needs, and context for vernal pool management advanced. Interactions among stakeholders increased the extent to which knowledge was coproduced and shifted the objective of stakeholder engagement from outreach to research collaboration and development of innovative conservation approaches. New conservation strategies were possible because of the flexible, solutions-oriented collaborations and trust between scientists and decision-makers (fostered over 15 y) and interdisciplinary, engaged research. Solutions to the dilemma of conserving small natural features on private lands, and analogous sustainability science challenges, will benefit from repeated negotiations of the science-policy boundary.",23,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008279', 'afid': '60008279', 'affilname': 'University of Maine', 'affiliation-city': 'Orono', 'affiliation-country': 'United States'}]",Journal,Article,"['Calhoun A.', 'Jansujwicz J.', 'Bell K.', 'Hunter M.']","['7003355466', '55625767300', '7401917152', '35262167600']",Community-based conservation | Mesofilter | Natural resource management | Temporary pools | Wood frog,NSF,EPS-0904155,National Science Foundation,,1313627
84922180536,2-s2.0-84922180536,Modelling nutrient transport and transformation by pool-breeding amphibians in forested landscapes using a 21-year dataset,Freshwater Biology,00465070,,13652427,60,3,500-511,2015-01-01,10.1111/fwb.12470,"© 2014 John Wiley  &  Sons Ltd. Migrations of animals can transfer energy and nutrients through and among terrestrial and aquatic habitats. Pool-breeding amphibians, such as the wood frog (Lithobates sylvaticus), make annual breeding migrations to ephemeral wetlands in forest habitats in the eastern and midwestern United States and Canada. To model the influence of wood frogs on nutrient transport and transformation through time, we coupled long-term population monitoring data (1985-2005) from a wood frog population with estimates of the elemental composition of wood frog egg masses and emerging juveniles. Over the 21-year study period, 8.8 kg carbon (C), 2.0 kg nitrogen (N) and 0.20 kg phosphorus (P) were transported from the terrestrial to the aquatic habitat and approximately 21 kg C, 5.5 kg N and 1.2 kg P were exported to the surrounding terrestrial habitat by wood frogs. During the study period, the average net flux of C, N and P was from aquatic to terrestrial habitats, but the magnitude and direction of the net flux was element dependent. Thus, the net flux of C, N and P did not always flow in the same direction. Predicting long-term trends in nutrient and energy flux by organisms with biphasic life cycles should rely on long-term population data to account for temporal variability. This is especially true for organisms that are sensitive to long-term shifts in temperature and precipitation patterns, such as amphibians that breed in ephemeral pools.",39,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60011873', 'afid': '60011873', 'affilname': 'Oakland University', 'affiliation-city': 'Rochester', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008279', 'afid': '60008279', 'affilname': 'University of Maine', 'affiliation-city': 'Orono', 'affiliation-country': 'United States'}]",Journal,Article,"['Capps K.', 'Berven K.', 'Tiegs S.']","['24472828200', '6603378812', '16029978600']",Animal migrations | Nutrient dynamics | Resource subsidies | Vernal pool | Wood frog,,undefined,,,1313627
84908093675,2-s2.0-84908093675,Applying evolutionary biology to address global challenges,Science,00368075,,10959203,346,6207,,2014-10-17,10.1126/science.1245993,"Copyright © 2014 by the American Association for the Advancement of Science; all rights reserved. Two categories of evolutionary challenges result from escalating human impacts on the planet. The first arises from cancers, pathogens, and pests that evolve too quickly and the second, from the inability of many valued species to adapt quickly enough. Applied evolutionary biology provides a suite of strategies to address these global challenges that threaten human health, food security, and biodiversity. This Review highlights both progress and gaps in genetic, developmental, and environmental manipulations across the life sciences that either target the rate and direction of evolution or reduce the mismatch between organisms and human-altered environments. Increased development and application of these underused tools will be vital in meeting current and future targets for sustainable development.",126,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60112784', 'afid': '60112784', 'affilname': 'University of Auckland, Liggins Institute', 'affiliation-city': 'Auckland', 'affiliation-country': 'New Zealand'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60030840', 'afid': '60030840', 'affilname': 'Københavns Universitet', 'affiliation-city': 'Copenhagen', 'affiliation-country': 'Denmark'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60029445', 'afid': '60029445', 'affilname': 'University of Minnesota Twin Cities', 'affiliation-city': 'Minneapolis', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60027550', 'afid': '60027550', 'affilname': 'University of California, Los Angeles', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60015481', 'afid': '60015481', 'affilname': 'University of Washington, Seattle', 'affiliation-city': 'Seattle', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014439', 'afid': '60014439', 'affilname': 'University of California, Davis', 'affiliation-city': 'Davis', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60010065', 'afid': '60010065', 'affilname': 'The University of Arizona', 'affiliation-city': 'Tucson', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008279', 'afid': '60008279', 'affilname': 'University of Maine', 'affiliation-city': 'Orono', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/110022984', 'afid': '110022984', 'affilname': 'Institute for Contemporary Evolution', 'affiliation-city': 'Davis', 'affiliation-country': 'United States'}]",Journal,Review,"['Carroll S.', 'Jørgensen P.', 'Kinnison M.', 'Bergstrom C.', 'Denison R.', 'Gluckman P.', 'Smith T.', 'Strauss S.', 'Tabashnik B.']","['7201476099', '36975442900', '7004032143', '7004918484', '7006215751', '7102140423', '7405500132', '35585958100', '7006875873']",,DNRF,U54GM088558,Australian-American Fulbright Commission,,1313627
84913588038,2-s2.0-84913588038,Prescriptive evolution to conserve and manage biodiversity,"Annual Review of Ecology, Evolution, and Systematics",1543592X,,15452069,45,,1-22,2014-01-01,10.1146/annurev-ecolsys-120213-091747,"© 2014 by Annual Reviews. All rights reserved. We are witnessing a global, but unplanned, evolutionary experiment with the biodiversity of the planet. Anthropogenic disturbances such as habitat degradation and climate change result in evolutionary mismatch between the environments to which species are adapted and those in which they now exist. The impacts of unmanaged evolution are pervasive, but approaches to address them have received little attention. We review the evolutionary challenges of managing populations in the Anthropocene and introduce the concept of prescriptive evolution, which considers how evolutionary processes may be leveraged to proactively promote wise management. We advocate the planned management of evolutionary processes and explore the advantages of evolutionary interventions to preserve and sustain biodiversity. We show how an evolutionary perspective to conserving biodiversity is fundamental to effective management. Finally, we advocate building frameworks for decision-making, monitoring, and implementation at the boundary between management and evolutionary science to enhance conservation outcomes.",51,"[{'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60027550', 'afid': '60027550', 'affilname': 'University of California, Los Angeles', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60014439', 'afid': '60014439', 'affilname': 'University of California, Davis', 'affiliation-city': 'Davis', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affiliation-url': 'https://api.elsevier.com/content/affiliation/affiliation_id/60008279', 'afid': '60008279', 'affilname': 'University of Maine', 'affiliation-city': 'Orono', 'affiliation-country': 'United States'}]",Book Series,Article,"['Smith T.', 'Kinnison M.', 'Strauss S.', 'Fuller T.', 'Carroll S.']","['7405500132', '7004032143', '35585958100', '8560007100', '7201476099']",adaptation | applied evolution | assisted migration | global change | phenotype-environment mismatch | plasticity,,undefined,,,1313627
