unique_id,Citation,Title,Journal,Issue,Year
1517823,"Doubek, J.P., K.L. Campbell, M.E. Lofton, R.P. McClure, and C.C. Carey. ""Hypolimnetic Hypoxia Increases the Biomass Variability and Compositional Variability of Crustacean Zooplankton Communities.,"" Water (Switzerland), v.11, 2019. doi:10.3390/w11102179",Hypolimnetic Hypoxia Increases the Biomass Variability and Compositional Variability of Crustacean Zooplankton Communities.,Water (Switzerland),11,2019
1517823,"Duffy, C.J., H.A. Dugan, and P.C. Hanson. ""The Age of Water and Carbon in Lake-Catchments: A Simple Dynamical Model.,"" Limnology and Oceanography Letters, v.3, 2018, p. 236. doi:10.1002/lol2.10070",The Age of Water and Carbon in Lake-Catchments: A Simple Dynamical Model.,Limnology and Oceanography Letters,3,2018
1517823,"Farrell, K.J., A.D. Rosemond, J.S. Kominoski, S.M. Bongour, J. Ruegg, Lauren E. Koenig, et al.. ""Variation in Detrital Resource Stoichiometry Signals Differential Carbon to Nutrient Limitation for Stream Consumers Across Biomes.,"" Ecosystems, v.21, 2018, p. 1676. doi:10.1007/s10021-018-0247-z",Variation in Detrital Resource Stoichiometry Signals Differential Carbon to Nutrient Limitation for Stream Consumers Across Biomes.,Ecosystems,21,2018
1517823,"Farrell, K.J., and C.C. Carey. ""Power, Pitfalls, and Potential for Integrating Computational Literacy into Undergraduate Ecology Courses.,"" Ecology & Evolution, v.17, 2018, p. 7744. doi:10.1002/ece3.4363","Power, Pitfalls, and Potential for Integrating Computational Literacy into Undergraduate Ecology Courses.",Ecology & Evolution,17,2018
1517823,"Henson, V.R., K.M. Cobourn, C.C. Carey, K.J. Boyle, M.G. Sorice, N.K. Ward, and K.C. Weathers. ""Closing the Human-Nature Feedback Loop.,"" LakeLine, v.39, 2019, p. 35.",Closing the Human-Nature Feedback Loop.,LakeLine,39,2019
1517823,"Hetherington, A.L., L.G. Rudstam, R.L. Schneider, K.T. Holeck, C.W. Hotaling, J.E. Cooper, et al.. ""Invader Invaded: Population Dynamics of Zebra Mussels (Dreissena Polymorpha) and Quagga Mussels (Dreissena Rostriformis Bugensis) in Polymictic Oneida Lake, NY, USA (1992?2013).,"" Biological Invasions, v.21, 2019, p. 1529. doi:10.1007/s10530-019-01914-0","Invader Invaded: Population Dynamics of Zebra Mussels (Dreissena Polymorpha) and Quagga Mussels (Dreissena Rostriformis Bugensis) in Polymictic Oneida Lake, NY, USA (1992?2013).",Biological Invasions,21,2019
1517823,"Hollister, J., and J. Stachelek. ""Lakemorpho: Calculating Lake Morphometry Metrics in R.,"" F1000Research, v.6, 2017. doi:10.12688/f1000research.12512.1",Lakemorpho: Calculating Lake Morphometry Metrics in R.,F1000Research,6,2017
1517823,"Ji, X., and K.M. Cobourn. ""The Economic Benefits of Irrigation Districts under Prior Appropriation Doctrine: An Econometric Analysis of Agricultural Land-Allocation Decisions.,"" Canadian Journal of Agricultural Economics/Revue Canadienne d?agroeconomie, v.66, 2018, p. 441. doi:10.1111/cjag.12165",The Economic Benefits of Irrigation Districts under Prior Appropriation Doctrine: An Econometric Analysis of Agricultural Land-Allocation Decisions.,Canadian Journal of Agricultural Economics/Revue Canadienne d?agroeconomie,66,2018
1517823,"McClure, R.P., K.D. Hamre, B.R. Neiderlehner, Z.W. Munger, S. Chen, M.E. Lofton, et al.. ""Metalimnetic Oxygen Minima Alter the Vertical Profiles of Carbon Dioxide and Methane in a Managed Freshwater Reservoir.,"" Science of the Total Environment, v.636, 2018, p. 610. doi:10.1016/j.scitotenv.2018.04.255",Metalimnetic Oxygen Minima Alter the Vertical Profiles of Carbon Dioxide and Methane in a Managed Freshwater Reservoir.,Science of the Total Environment,636,2018
1517823,"Qian, S.S., C.A. Stow, A.F. Nojavan, J. Stachelek, Y. Cha, I. Alameddine, and P.A. Soranno. ""The implications of Simpson?s paradox for cross-scale inference among lakes.,"" Water Research, 2019. doi:10.1016/j.watres.2019.114855",The implications of Simpson?s paradox for cross-scale inference among lakes.,Water Research,,2019
1517823,"Read, E.K., L. Carr, L. De Cicco, H.A. Dugan, P.C. Hanson, J.A. Hart, et al.. ""Water Quality Data for National-Scale Aquatic Research: The Water Quality Portal.,"" Water Resources Research, v.53, 2017, p. 1735. doi:10.1002/2016WR019993",Water Quality Data for National-Scale Aquatic Research: The Water Quality Portal.,Water Resources Research,53,2017
1517823,"Richardson, D., S. Melles, R. Pilla, A. Hetherington, L. Knoll, C. Williamson, et al.. ""Transparency, Geomorphology and Mixing Regime Explain Variability in Trends in Lake Temperature and Stratification across Northeastern North America (1975?2014).,"" Water, v.9, 2017, p. 442. doi:10.3390/w9060442","Transparency, Geomorphology and Mixing Regime Explain Variability in Trends in Lake Temperature and Stratification across Northeastern North America (1975?2014).",Water,9,2017
1517823,"Rougier, N.P., K. Hinsen, F. Alexandre, T. Arildsen, L. Barba, F.C.Y. Benureau, et al.. ""Sustainable Computational Science: The ReScience Initiative.,"" ReScience, 2017. doi:10.7717/peerj-cs.142",Sustainable Computational Science: The ReScience Initiative.,ReScience,,2017
1517823,"Snortheim, C.A., P.C. Hanson, K.D. McMahon, J.S. Read, C.C. Carey, and H.A. Dugan. ""Meteorological Drivers of Hypolimnetic Anoxia in a Eutrophic, North Temperate Lake.,"" Ecological Modelling, v.343, 2017, p. 39. doi:10.1016/j.ecolmodel.2016.10.014","Meteorological Drivers of Hypolimnetic Anoxia in a Eutrophic, North Temperate Lake.",Ecological Modelling,343,2017
1517823,"Stachelek, J. and P.A. Soranno. ""Does freshwater connectivity influence phosphorus retention in lakes?,"" Limnology and Oceanography, v.64, 2019, p. 1586. doi:10.1002/lno.11137",Does freshwater connectivity influence phosphorus retention in lakes?,Limnology and Oceanography,64,2019
1517823,"Stachelek, J., C. Ford, D. Kincaid, K. King, H. Miller, and R. Nagelkirk. ""The National Eutrophication Survey: Lake Characteristics and Historical Nutrient Concentrations.,"" Earth System Science Data, v.10, 2018, p. 81. doi:10.5194/essd-10-81-2018",The National Eutrophication Survey: Lake Characteristics and Historical Nutrient Concentrations.,Earth System Science Data,10,2018
1517823,"Ward, N.K., L. Fitchett, J.A. Hart, L. Shu, J. Stachelek, W. Weng, et al.. ""Integrating Fast and Slow Processes Is Essential for Simulating Human?Freshwater Interactions.,"" Ambio, 2018. doi:10.1007/s13280-018-1136-6",Integrating Fast and Slow Processes Is Essential for Simulating Human?Freshwater Interactions.,Ambio,,2018
1517823,"Weng, W., K.J. Boyle, K.J. Farrell, C.C. Carey, K.M. Cobourn, H.A. Dugan, et al.. ""Coupling Natural and Human Models in the Context of a Lake Ecosystem: Lake Mendota, Wisconsin, USA.,"" Ecological Economics, v.169, 2019. doi:10.1016/j.ecolecon.2019.106556","Coupling Natural and Human Models in the Context of a Lake Ecosystem: Lake Mendota, Wisconsin, USA.",Ecological Economics,169,2019
1517823,"Doubek, Jonathan P. and Carey, Cayelan C. and Lavender, Michael and Winegardner, Amanda K. and Beaulieu, Marieke and Kelly, Patrick T. and Pollard, Amina I. and Straile, Dietmar and Stockwell, Jason D. and Dam, Hans G.. ""Calanoid copepod zooplankton density is positively associated with water residence time across the continental United States,"" PLOS ONE, v.14, 2019. doi:10.1371/journal.pone.0209567  ",Calanoid copepod zooplankton density is positively associated with water residence time across the continental United States,PLOS ONE,14,2019
1517823,"Hamre, Kathleen D. and Lofton, Mary E. and McClure, Ryan P. and Munger, Zackary W. and Doubek, Jonathan P. and Gerling, Alexandra B. and Schreiber, Madeline E. and Carey, Cayelan C.. ""In situ fluorometry reveals a persistent, perennial hypolimnetic cyanobacterial bloom in a seasonally anoxic reservoir,"" Freshwater Science, v.37, 2018. doi:10.1086/699327  ","In situ fluorometry reveals a persistent, perennial hypolimnetic cyanobacterial bloom in a seasonally anoxic reservoir",Freshwater Science,37,2018
1517823,"Doubek, Jonathan P. and Campbell, Kylie L. and Lofton, Mary E. and McClure, Ryan P. and Carey, Cayelan C.. ""Hypolimnetic Hypoxia Increases the Biomass Variability and Compositional Variability of Crustacean Zooplankton Communities,"" Water, v.11, 2019. doi:10.3390/w11102179  ",Hypolimnetic Hypoxia Increases the Biomass Variability and Compositional Variability of Crustacean Zooplankton Communities,Water,11,2019
1617185,"Buffington, A.. ""Wood exploitation patterns and pastoralist-environment relationships: charcoal remains from Iron Age Shakal, Dhufar, Sultanate of Oman. Journal of,"" Vegetation History and Archaeoboty, 2018. doi:https://doi.org/10.1007/s00334-018-0682-y","Wood exploitation patterns and pastoralist-environment relationships: charcoal remains from Iron Age Shakal, Dhufar, Sultanate of Oman. Journal of",Vegetation History and Archaeoboty,,2018
1617185,"Ball, Lawrence and MacMillan, Douglas and Tzanopoulos, Joseph and Spalton, Andrew and Al Hikmani, Hadi and Moritz, Mark. ""Contemporary Pastoralism in the Dhofar Mountains of Oman,"" Human Ecology, 2020. doi:10.1007/s10745-020-00153-5  ",Contemporary Pastoralism in the Dhofar Mountains of Oman,Human Ecology,,2020
1617185,"Ball, Lawrence and Tzanopoulos, Joseph and Pettorelli, ed., Nathalie and Kuemmerle, ed., Tobias. ""Interplay between topography, fog and vegetation in the central South Arabian mountains revealed using a novel Landsat fog detection technique,"" Remote Sensing in Ecology and Conservation, 2020. doi:10.1002/rse2.151  ","Interplay between topography, fog and vegetation in the central South Arabian mountains revealed using a novel Landsat fog detection technique",Remote Sensing in Ecology and Conservation,,2020
1617185,"Ball, Lawrence and Tzanopoulos, Joseph. ""Livestock browsing affects the species composition and structure of cloud forest in the Dhofar Mountains of Oman,"" Applied Vegetation Science, 2020. doi:10.1111/avsc.12493",Livestock browsing affects the species composition and structure of cloud forest in the Dhofar Mountains of Oman,Applied Vegetation Science,,2020
1715557,"Proctor, Jonathan and Hsiang, Solomon and Burney, Jennifer and Burke, Marshall and Schlenker, Wolfram. ""Estimating global agricultural effects of geoengineering using volcanic eruptions,"" Nature, v.560, 2018. doi:10.1038/s41586-018-0417-3  ",Estimating global agricultural effects of geoengineering using volcanic eruptions,Nature,560,2018
1715557,"Persad, Geeta G. and Caldeira, Ken. ""Divergent global-scale temperature effects from identical aerosols emitted in different regions,"" Nature Communications, v.9, 2018. doi:10.1038/s41467-018-05838-6  ",Divergent global-scale temperature effects from identical aerosols emitted in different regions,Nature Communications,9,2018
1715557,"Heft-Neal, Sam and Burney, Jennifer and Bendavid, Eran and Burke, Marshall. ""Robust relationship between air quality and infant mortality in Africa,"" Nature, v.559, 2018. doi:10.1038/s41586-018-0263-3",Robust relationship between air quality and infant mortality in Africa,Nature,559,2018
1518455,"Fouch, Nakisha, Robert Baldwin, Patrick Gerard, Caitlin Dyckman, and David M. Theobald. ""Landscape-level naturalness of conservation easements in a mixed-use matrix.?,"" Landscape Ecology, 2019, p. 1. doi:10.1007/s10980-019-00867-y",Landscape-level naturalness of conservation easements in a mixed-use matrix.?,Landscape Ecology,,2019
1313804,"Asbjornsen, Heidi, Alex S. Mayer, Kelly W. Jones, Theresa Selfa, Leonardo Saenz, Randall K. Kolka, Kathleen E. Halvorsen. ""INTERACTIONS between PAYMENTS FOR WATERSHED SERVICES and COUPLED NATURAL-HUMAN SYSTEMS: IMPLICATIONS for WATERSHED SUSTAINABILITY,"" BIOSCIENCE, 2015.",INTERACTIONS between PAYMENTS FOR WATERSHED SERVICES and COUPLED NATURAL-HUMAN SYSTEMS: IMPLICATIONS for WATERSHED SUSTAINABILITY,BIOSCIENCE,,2015
1313804,"Asbjornsen, H., Z.C. Berry, R. Manson.. ""Managing Watersheds using Payments for Hydrological Services: Mexico?s Experience in Central Veracruz.,"" In: Hall, J. et al. Best Practices in Watershed Management in Latin Latin America. Environmental Leadership and Training Initiative, Yale University and Smithsonian Tropical Research. http://dx.doi.org/10.18235/0000163., 2015. doi:http://dx.doi.org/10.18235/0000163",Managing Watersheds using Payments for Hydrological Services: Mexico?s Experience in Central Veracruz.,In: Hall,,2015
1313804,"Berry ZC, Gotsch SG, Holwerda F, Muñoz-Villers LE, Asbjornsen H.. ""Slope positions influences vegetation-atmosphere interactions in a tropical montane cloud forest.,"" Agricultural and Forest Meteorology, v.221, 2015, p. 207.",Slope positions influences vegetation-atmosphere interactions in a tropical montane cloud forest.,Agricultural and Forest Meteorology,221,2015
1313804,"Asbjornsen, H., R. Manson, J. Scullion, F. Holwerda, L. Munoz-Villers, M.S. Alvarado-Barrientos, D. Geissert, T.E. Dawson, J. McDonnell, L.A. Bruijnzeel. ""Exploring interactions between payment for hydrologic service policies, landowner decisions, andand ecohydrology in a Mexican cloud forest watershed: Is there a disconnect between the policy and the resource?,"" Ecology and Society, v.22, 2016. doi:https://doi.org/10.5751/ES-09144-220225","Exploring interactions between payment for hydrologic service policies, landowner decisions, andand ecohydrology in a Mexican cloud forest watershed: Is there a disconnect between the policy and the resource?",Ecology and Society,22,2016
1313804,"Maganda, C., and Koff, H.. ""En búsqueda de nuevas herramientas para fomentar un manejo sostenible en la cuenca del Río Antigua.,"" Revista Cuencas de México, de la CONAGUA, v.8, 2017, p. 19.",En búsqueda de nuevas herramientas para fomentar un manejo sostenible en la cuenca del Río Antigua.,Revista Cuencas de México,8,2017
1313804,"Z Carter Berry, Nathaniel Looker, Friso Holwerda, Gómez Aguilar, León Rodrigo, Perla Ortiz Colin, Teresa González Martínez, Heidi Asbjornsen. ""Why size matters: the interactive influences of tree diameter distribution and sap flow parameters on upscaled transpiration.,"" Tree Physiology, 2017. doi:https://doi.org/10.1093/treephys/tpx124",Why size matters: the interactive influences of tree diameter distribution and sap flow parameters on upscaled transpiration.,Tree Physiology,,2017
1313804,"Berry ZC, Evaristo J, Moore GA, Poca M, Steppe K, Verrot L, Asbjornsen L, Borma L, Bretfeld M, Hervé-Fernandez P, Seyfried M, Schwendenmann L, Sinacore K, Wispelaere L., McDonnell JJ.. ""The two water worlds hypothesis: Addressing alternative hypotheses and proposing a way forward. ,"" Ecohydrology, 2017. doi:DOI 10.1002/eco.1843",The two water worlds hypothesis: Addressing alternative hypotheses and proposing a way forward. ,Ecohydrology,,2017
1313804,"MAGANDA, C., and KOFF, H.. ""Saving the Baby While Discarding the Bathwater: The Application of Policy Coherence for Development (PCD) Analysis to Payment for Watershed Services (PWS).,"" In preparation, 2017.",Saving the Baby While Discarding the Bathwater: The Application of Policy Coherence for Development (PCD) Analysis to Payment for Watershed Services (PWS).,In preparation,,2017
1313804,"Mokondoko, P, Manson, RH, Ricketts, TH, Geissert, D. ""Spatial analysis of ecosystem service relationships to improve targeting of payments for hydrological services,"" PLOS ONE, v.13, 2018, p. e0192560.",Spatial analysis of ecosystem service relationships to improve targeting of payments for hydrological services,PLOS ONE,13,2018
1313804,"Nava-López, Mariana, Theresa Selfa, Diana Cordoba, Erin C. Pischke, David Torrez, Sophie Ávila-Foucat, Kathleen Halvorsen and Carmen Maganda. ""Decentralizing Payments for Watershed Services programs in Veracruz, Mexico: Challenges and Implications for Long Term Sustainability,"" Society and Natural Resources., v.31, 2018, p. 1389.","Decentralizing Payments for Watershed Services programs in Veracruz, Mexico: Challenges and Implications for Long Term Sustainability",Society and Natural Resources.,31,2018
1313804,"Von Thaden, et al.. ""A regional evaluation of the effectiveness of Mexico?s payments for hydrological services? and focused on quantifying the effects of PHS on forest cover submitted to Ecosystem Services,"" in preparation, 2017.",A regional evaluation of the effectiveness of Mexico?s payments for hydrological services? and focused on quantifying the effects of PHS on forest cover submitted to Ecosystem Services,in preparation,,2017
1313804,"Selfa, T., D. Cordoba, A. Urcuqui. ""Market-based conservation programs and non-market motivations for participation: Evidence from landowners in two payments for hydrological services programs in Veracruz, Mexico,"" Rural Sociology Society, Portland, Oregon, July 26-29, 2018, 2018.","Market-based conservation programs and non-market motivations for participation: Evidence from landowners in two payments for hydrological services programs in Veracruz, Mexico",Rural Sociology Society,,2018
1313804,"Jones, K., S. Avila, E. Pischke, J. Salcone, D. Torrez, T. Selfa, K. Halvorsen. ""Exploring the connections between particiaption in and benefits from Payments for Hydrological Services Programs in Veracruz State, Mexico,"" Ecosystem Services, v.35, 2019, p. 32.","Exploring the connections between particiaption in and benefits from Payments for Hydrological Services Programs in Veracruz State, Mexico",Ecosystem Services,35,2019
1313804,"Nava-Lopez, M., T. Selfa, D. Cordoba, E. Pischke, D. Torrez, S. Avila-Foucat, K. Halvorsen, C. Maganda. ""Decentralizing Payments for Watershed SErvices programs in Veracruz, Mexico: Challenges and implications for long-term sustainability,"" Society and Natural Resources, v.31, 2018, p. 1389.","Decentralizing Payments for Watershed SErvices programs in Veracruz, Mexico: Challenges and implications for long-term sustainability",Society and Natural Resources,31,2018
1518471,"Rivera-Monroy, V.H., Courtney Elliton, Siddhartha Narra, Ehab Meselhe, Xiaochen Zhao, Eric White, Charles E. Sasser, Jenneke M. Visser, X. Meng, Hongqing Wang, Zuo Xue, and Fernando Jaramillo. ""Wetland biomass and productivity in Coastal Louisiana: Base line data (1976-2015) and knowledge gaps for the development of spatially explicit models for ecosystem restoration and rehabilitation initiatives.,"" Water, 2019. doi:10.3390/w11102054",Wetland biomass and productivity in Coastal Louisiana: Base line data (1976-2015) and knowledge gaps for the development of spatially explicit models for ecosystem restoration and rehabilitation initiatives.,Water,,2019
1518471,"Robertson, M. D., & Midway, S. R.. ""Predicting coastal fishing community characteristics in Tanzania using local monitoring data,"" Journal of environmental management, v.246, 2019, p. 514-525.",Predicting coastal fishing community characteristics in Tanzania using local monitoring data,Journal of environmental management,246,2019
1518471,"RV Rohli, SA Ates, VH Rivera-Monroy, MJ Polito, SR. Midway, E Castañeda-Moya, AJ Gold, E Uchida, MM Mangora, S Makoto. ""Spatial and Temporal Climatic Variation in Coastal Tanzania,"" International Journal of Climatology, 2018.",Spatial and Temporal Climatic Variation in Coastal Tanzania,International Journal of Climatology,,2018
1518471,"E.E., E.P. Anderson, E. Castaneda-Moya, L. Collado-Vides, J.W. Fourqurean, M.R. Heithaus, R. Jaffe, D. Lagomasino, N.J. Oehm, R.M. Price, V.H. Rivera-Monroy, R.R. Chowdhury, and T.G. Troxler.. ""New perspectives on an iconic landscape from comparative international long-term ecological research.,"" Ecosphere, v.6, 2015. doi:181",New perspectives on an iconic landscape from comparative international long-term ecological research.,Ecosphere,6,2015
1518471,"Robertson, MD, SR Midway, L West, H Tillya, and VH Rivera-Monroy.. ""Fishery characteristics in two districts of coastal Tanzania,"" Ocean and Coastal Management, v.163, 2018.",Fishery characteristics in two districts of coastal Tanzania,Ocean and Coastal Management,163,2018
1518471,"Midway, SR, A Ostrowski, L West, M Hernandez, and MD Robertson.. ""Improved growth estimates for Lethrinus harak: Measuring increments, adjusting ages, and fitting flexible growth models.,"" Fishes, 2018.","Improved growth estimates for Lethrinus harak: Measuring increments, adjusting ages, and fitting flexible growth models.",Fishes,,2018
1518471,"Rohli, R.V., S.A. Ates, V.H. Rivera-Monroy, M.J. Polito, S.R. Midway, E. CastañedaMoya, A.J. Gold, E. Uchida, M.M. Mangora, and S. Makoto. ""Spatial and seasonal climatic variation in coastal Tanzania.,"" International Journal of Climatology, 2019. doi:10.1002/joc.6103",Spatial and seasonal climatic variation in coastal Tanzania.,International Journal of Climatology,,2019
1518471,"Robertson, M. D., Midway, S. R., West, L., Tillya, H., & Rivera-Monroy, V. H.. ""Fishery characteristics in two districts of coastal Tanzania.,"" Ocean & Coastal Management, v.163, 2018, p. 254.",Fishery characteristics in two districts of coastal Tanzania.,Ocean & Coastal Management,163,2018
1617396,"Rochner, M., Mansfield, B., Chappell, M.J., Smithwick, E., Romero, A., Lane, S.N., Lave, R., and Biermann, C.. ""The Palgrave Handbook of Critical Physical Geography.,"" The AAG Review of Books, v.7, 2019. doi:10.1080/2325548X.2019.1615327",The Palgrave Handbook of Critical Physical Geography.,The AAG Review of Books,7,2019
1617396,"Tuana, Nancy.. ""Ethically Valuing the Future: Non-market Loss and Damage in the Context of Climate Change,"" Georgetown Journal of Law and Public Policy, v.15, 2017, p. 979.",Ethically Valuing the Future: Non-market Loss and Damage in the Context of Climate Change,Georgetown Journal of Law and Public Policy,15,2017
1617396,"Lucash, Melissa S. and Ruckert, Kelsey L. and Nicholas, Robert E. and Scheller, Robert M. and Smithwick, Erica A.. ""Complex interactions among successional trajectories and climate govern spatial resilience after severe windstorms in central Wisconsin, USA,"" Landscape Ecology, v.34, 2019. doi:10.1007/s10980-019-00929-1 ","Complex interactions among successional trajectories and climate govern spatial resilience after severe windstorms in central Wisconsin, USA",Landscape Ecology,34,2019
1518376,"Korgaonkar, Yoganand, D. Phillip Guertin, David C. Goodrich, Carl Unkrich, William Kepner, and I. Shea Burns.. ""Modeling Urban Hydrology and Green Infrastructure using the AGWA Urban Tool and the KINEROS2 Model.,"" Proceedings of the Sixth Interagency Conference on Research in the Watersheds, Shepherdstown, WV, 2018.",Modeling Urban Hydrology and Green Infrastructure using the AGWA Urban Tool and the KINEROS2 Model.,Proceedings of the Sixth Interagency Conference on Research in the Watersheds,,2018
1518376,"Elder, Alison D. and Andrea K. Gerlak.. ""Interrogating rainwater harvesting as Do-It-Yourself (DIY) Urbanism,"" Geoforum, v.104, 2019, p. 46.",Interrogating rainwater harvesting as Do-It-Yourself (DIY) Urbanism,Geoforum,104,2019
1518376,"Pavao-Zuckerman, M.A., and Sookhdeo, C.. ""Nematode community response to green infrastructure design in a semi-arid city,"" Journal of Environmental Quality, v.46, 2017, p. 687.",Nematode community response to green infrastructure design in a semi-arid city,Journal of Environmental Quality,46,2017
1414171,"Cardoso, Gonçalo C. and Hu, Yang and Francis, Clinton D.. ""The comparative evidence for urban species sorting by anthropogenic noise,"" Royal Society Open Science, v.5, 2018, p. 172059. doi:10.1098/rsos.172059",The comparative evidence for urban species sorting by anthropogenic noise,Royal Society Open Science,5,2018
1414171,"Injaian, Allison S and Francis, Clinton D and Ouyang, Jenny Q and Dominoni, Davide M and Donald, Jeremy W and Fuxjager, Matthew J and Goymann, Wolfgang and Hau, Michaela and Husak, Jerry F and Johnson, Michele A and Kircher, Bonnie K and Knapp, Rosemary a. ""{Baseline and stress-induced corticosterone levels across birds and reptiles do not reflect urbanization levels},"" Conservation Physiology, v.8, 2020. doi:10.1093/conphys/coz110",{Baseline and stress-induced corticosterone levels across birds and reptiles do not reflect urbanization levels},Conservation Physiology,8,2020
1414171,"Mulholland, Tracy I and Ferraro, Danielle M and Boland, Kelley C and Ivey, Kathleen N and Le, My-Lan and LaRiccia, Carl A and Vigianelli, John M and Francis, Clinton D. ""{Effects of Experimental Anthropogenic Noise Exposure on the Reproductive Success of Secondary Cavity Nesting Birds},"" Integrative and Comparative Biology, v.58, 2018, p. 967-976. doi:10.1093/icb/icy079",{Effects of Experimental Anthropogenic Noise Exposure on the Reproductive Success of Secondary Cavity Nesting Birds},Integrative and Comparative Biology,58,2018
1414171,"Perspective Published: 16 March 2020 Why conservation biology can benefit from sensory ecology Davide M. Dominoni, Wouter Halfwerk, Emily Baird, Rachel T. Buxton, Esteban Fernández-Juricic, Kurt M. Fristrup, Megan F. McKenna, Daniel J. Mennitt, Elizabeth. ""Why conservation biology can benefit from sensory ecology.,"" Nature Ecology and Evolution, v.4, 2020, p. 502. doi:https://doi.org/10.1038/s41559-020-1135-4",Why conservation biology can benefit from sensory ecology.,Nature Ecology and Evolution,4,2020
1414171,"Phillips, Jennifer N. and Ruef, Sophia K. and Garvin, Christopher M. and Le, My-Lan T. and Francis, Clinton D.. ""Background noise disrupts host & parasitoid interactions,"" Royal Society Open Science, v.6, 2019, p. 190867. doi:10.1098/rsos.190867",Background noise disrupts host & parasitoid interactions,Royal Society Open Science,6,2019
1414171,"Senzaki, Masayuki and Kadoya, Taku and Francis, Clinton D.. ""Direct and indirect effects of noise pollution alter biological communities in and near noise-exposed environments,"" Proceedings of the Royal Society B: Biological Sciences, v.287, 2020, p. 20200176. doi:10.1098/rspb.2020.0176",Direct and indirect effects of noise pollution alter biological communities in and near noise-exposed environments,Proceedings of the Royal Society B: Biological Sciences,287,2020
1414171,"William L. Rice and Peter Newman and Zachary D. Miller and B. Derrick Taff. ""Protected areas and noise abatement: A spatial approach,"" Landscape and Urban Planning, v.194, 2020, p. 103701. doi:https://doi.org/10.1016/j.landurbplan.2019.103701",Protected areas and noise abatement: A spatial approach,Landscape and Urban Planning,194,2020
1414171,"Zachary D. Miller and Lauren A. Ferguson and Peter Newman and Michael Ferguson and Nathan Tipton and Victor Sparrow and B. Derrick Taff. ""Developing visitor thresholds of sound from shale natural gas compressors for motorized and non-motorized recreation users in Pennsylvania State Forests,"" Applied Acoustics, v.157, 2020, p. 107012. doi:https://doi.org/10.1016/j.apacoust.2019.107012",Developing visitor thresholds of sound from shale natural gas compressors for motorized and non-motorized recreation users in Pennsylvania State Forests,Applied Acoustics,157,2020
1414171,"Alexander C. Keyel and Sarah E. Reed and Kathryn Nuessly and Elizeth Cinto-Mejia and Jesse R. Barber and George Wittemyer. ""Modeling anthropogenic noise impacts on animals in natural areas,"" Landscape and Urban Planning, v.180, 2018, p. 76 - 84. doi:https://doi.org/10.1016/j.landurbplan.2018.08.011",Modeling anthropogenic noise impacts on animals in natural areas,Landscape and Urban Planning,180,2018
1414171,"Cinto Mejia, Elizeth and McClure, Christopher J. W. and Barber, Jesse R.. ""Large-scale manipulation of the acoustic environment can alter the abundance of breeding birds: Evidence from a phantom natural gas field,"" Journal of Applied Ecology, v.56, 2019, p. 2091-2101. doi:10.1111/1365-2664.13449",Large-scale manipulation of the acoustic environment can alter the abundance of breeding birds: Evidence from a phantom natural gas field,Journal of Applied Ecology,56,2019
1414171,"Francis, Clinton D and Donald, Jeremy W and Fuxjager, Matthew J and Goymann, Wolfgang and Hau, Michaela and Husak, Jerry F and Johnson, Michele A and Kircher, Bonnie K and Knapp, Rosemary and Martin, Lynn B and Miller, Eliot T and Schoenle, Laura A and Vi. ""{Metabolic Scaling of Stress Hormones in Vertebrates},"" Integrative and Comparative Biology, v.58, 2018, p. 729-738. doi:10.1093/icb/icy063",{Metabolic Scaling of Stress Hormones in Vertebrates},Integrative and Comparative Biology,58,2018
1414171,"Manning, Robert; Newman, Peter; Barber, Jesse; Monz, Christopher; Hallo, Jeffrey; et al.. ""Principles for Studying and Managing Natural Quiet and Natural Darkness in National Parks and Other Protected Areas,"" The George Wright Forum;, v.35, 2018, p. 350.",Principles for Studying and Managing Natural Quiet and Natural Darkness in National Parks and Other Protected Areas,The George Wright Forum;,35,2018
1414171,"Maria T. Pacioretty and Peggy Martinez and Elizeth Cinto Mejia and Keith Reinhardt and Jesse R. Barber and Marie-Anne de Graaff and Akito Y. Kawahara and Ken Aho. ""Experimental exclusion of insectivorous predators results in no responses across multiple trophic levels in a water-limited, sagebrush-steppe ecosystem,"" Journal of Arid Environments, v.160, 2019, p. 74 - 81. doi:https://doi.org/10.1016/j.jaridenv.2018.09.011","Experimental exclusion of insectivorous predators results in no responses across multiple trophic levels in a water-limited, sagebrush-steppe ecosystem",Journal of Arid Environments,160,2019
1414171,"Mulholland, Tracy I and Ferraro, Danielle M and Boland, Kelley C and Ivey, Kathleen N and Le, My-Lan and LaRiccia, Carl A and Vigianelli, John M and Francis, Clinton D. ""{Effects of Experimental Anthropogenic Noise Exposure on the Reproductive Success of Secondary Cavity Nesting Birds},"" Integrative and Comparative Biology, v.58, 2018, p. 967-976. doi:10.1093/icb/icy079",{Effects of Experimental Anthropogenic Noise Exposure on the Reproductive Success of Secondary Cavity Nesting Birds},Integrative and Comparative Biology,58,2018
1414171,"Abbott, L., Taff, B. D., Newman, P., Benfield, J. A., & Mowen, A. J.. ""Influence of natural sounds on restoration,"" Journal of Park and Recreation Administration, v.34, 2016, p. 5. doi:2160-6862",Influence of natural sounds on restoration,Journal of Park and Recreation Administration,34,2016
